date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:24:36	11583/11583	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/doctor-small-3.jpg	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/doctor-small-3.jpg	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:24:37	5181/5181	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/doctor-mini-1.jpg	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/doctor-mini-1.jpg	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:24:38	6243/6243	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/doctor-mini-2.jpg	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/doctor-mini-2.jpg	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:24:39	5649/5649	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/testi-1.jpg	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/testi-1.jpg	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:24:40	5576/5576	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/testi-2.jpg	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/testi-2.jpg	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:24:41	67934/67934	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/doctor-bg-1.jpg	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/doctor-bg-1.jpg	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:24:43	9114/9114	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/flickr-1.jpg	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/flickr-1.jpg	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:24:46	14193/14193	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/flickr-2.jpg	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/flickr-2.jpg	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:24:50	20354/20354	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/flickr-3.jpg	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/flickr-3.jpg	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:24:50	135111/135111	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/slider-hero.jpg	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/slider-hero.jpg	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:24:57	104534/104534	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/1920-850-dark.jpg	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/1920-850-dark.jpg	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:24:57	85578/85578	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/js/jquery.min.js	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/js/jquery.min.js	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:25:00	37045/37045	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/js/bootstrap.min.js	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/js/bootstrap.min.js	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:25:00	33933/33933	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/js/bootstrap-select.min.js	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/js/bootstrap-select.min.js	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:25:00	4202/4202	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/js/jquery.appear.js	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/js/jquery.appear.js	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:25:01	162663/162663	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/1920-600-dark.jpg	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/1920-600-dark.jpg	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:25:01	3761/3761	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/js/jquery.countTo.js	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/js/jquery.countTo.js	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:25:01	40401/40401	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/js/owl.carousel.min.js	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/js/owl.carousel.min.js	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:25:03	17502/17502	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/js/script.js	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/js/script.js	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:25:03	36675/36675	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/js/jquery-ui.min.js	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/js/jquery-ui.min.js	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:25:05	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/glyphicons-halflings-regular.eot	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/glyphicons-halflings-regular.eot	(from http://wwsthemes.com/themes/medwise/v1.3/css/bootstrap.min.css)
23:25:07	18028/18028	---MCZ	200	added ('OK')	text/plain	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/glyphicons-halflings-regular.woff2	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/glyphicons-halflings-regular.woff2	(from http://wwsthemes.com/themes/medwise/v1.3/css/bootstrap.min.css)
23:25:07	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/glyphicons-halflings-regular.eot?	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/glyphicons-halflings-regulard41d.eot	(from http://wwsthemes.com/themes/medwise/v1.3/css/bootstrap.min.css)
23:25:10	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/glyphicons-halflings-regular.svg	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/glyphicons-halflings-regular.svg	(from http://wwsthemes.com/themes/medwise/v1.3/css/bootstrap.min.css)
23:25:12	23424/23424	---M--	200	added ('OK')	application/x-font-woff	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/glyphicons-halflings-regular.woff	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/glyphicons-halflings-regular.woff	(from http://wwsthemes.com/themes/medwise/v1.3/css/bootstrap.min.css)
23:25:18	45404/45404	---M--	200	added ('OK')	application/x-font-ttf	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/glyphicons-halflings-regular.ttf	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/glyphicons-halflings-regular.ttf	(from http://wwsthemes.com/themes/medwise/v1.3/css/bootstrap.min.css)
23:25:18	184557/184557	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/modal-background.jpg	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/modal-background.jpg	(from http://wwsthemes.com/themes/medwise/v1.3/home-version-1.html)
23:25:23	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/fontawesome-webfont.eot?v=4.6.3	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/fontawesome-webfont5b62.eot	(from http://wwsthemes.com/themes/medwise/v1.3/css/font-awesome.min.css)
23:25:24	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/fontawesome-webfont.eot?	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/fontawesome-webfontd41d.eot	(from http://wwsthemes.com/themes/medwise/v1.3/css/font-awesome.min.css)
23:25:31	391622/391622	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/fontawesome-webfont.svg?v=4.6.3	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/fontawesome-webfont5b62.svg	(from http://wwsthemes.com/themes/medwise/v1.3/css/font-awesome.min.css)
23:25:35	71896/71896	---MCZ	200	added ('OK')	text/plain	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/fontawesome-webfont5b62.woff2	(from http://wwsthemes.com/themes/medwise/v1.3/css/font-awesome.min.css)
23:25:38	90412/90412	---M--	200	added ('OK')	application/x-font-woff	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/fontawesome-webfont.woff?v=4.6.3	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/fontawesome-webfont5b62.woff	(from http://wwsthemes.com/themes/medwise/v1.3/css/font-awesome.min.css)
23:25:47	91600/91600	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/webfont-medical-icons.eot	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/webfont-medical-icons.eot	(from http://wwsthemes.com/themes/medwise/v1.3/css/medical-icons.css)
23:25:50	91380/91380	---M--	200	added ('OK')	application/x-font-ttf	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/webfont-medical-icons.ttf	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/webfont-medical-icons.ttf	(from http://wwsthemes.com/themes/medwise/v1.3/css/medical-icons.css)
23:25:54	281295/281295	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/webfont-medical-icons.svg	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/webfont-medical-icons.svg	(from http://wwsthemes.com/themes/medwise/v1.3/css/medical-icons.css)
23:25:54	152796/152796	---M--	200	added ('OK')	application/x-font-ttf	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/fontawesome-webfont5b62.ttf	(from http://wwsthemes.com/themes/medwise/v1.3/css/font-awesome.min.css)
23:25:54	91600/91600	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/webfont-medical-icons.eot?	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/webfont-medical-iconsd41d.eot	(from http://wwsthemes.com/themes/medwise/v1.3/css/medical-icons.css)
23:25:54	11812/11812	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20May%202016%2018:10:13%20GMT	http://wwsthemes.com/themes/medwise/v1.3/css/owl.video.play.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/css/owl.video.play.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:25:56	6682/6682	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/default/sprite.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/default/sprite.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:25:56	1097/1097	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/default/sprite_x.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/default/sprite_x.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:25:56	1162/1162	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/default/sprite_y.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/default/sprite_y.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:25:57	91456/91456	---M--	200	added ('OK')	application/x-font-woff	date:Fri,%2019%20May%202017%2013:34:45%20GMT	http://wwsthemes.com/themes/medwise/v1.3/fonts/webfont-medical-icons.woff	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/fonts/webfont-medical-icons.woff	(from http://wwsthemes.com/themes/medwise/v1.3/css/medical-icons.css)
23:25:57	1358/1358	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/default/sprite_next.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/default/sprite_next.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:25:58	1376/1376	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/default/sprite_prev.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/default/sprite_prev.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:25:58	1537/1537	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/default/default_thumb.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/default/default_thumb.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:25:58	6331/6331	---M--	200	added ('OK')	image/gif	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/default/loader.gif	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/default/loader.gif	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:25:58	4099/4099	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/light_rounded/sprite.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/light_rounded/sprite.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:25:59	1411/1411	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/light_rounded/btnNext.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/light_rounded/btnNext.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:25:59	1442/1442	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/light_rounded/btnPrevious.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/light_rounded/btnPrevious.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:25:59	4076/4076	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_rounded/sprite.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_rounded/sprite.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:25:59	130/130	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_rounded/contentPattern.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_rounded/contentPattern.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:00	1411/1411	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_rounded/btnNext.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_rounded/btnNext.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:00	1442/1442	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_rounded/btnPrevious.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_rounded/btnPrevious.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:00	2545/2545	---M--	200	added ('OK')	image/gif	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_rounded/loader.gif	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_rounded/loader.gif	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:01	2545/2545	---M--	200	added ('OK')	image/gif	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_square/loader.gif	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_square/loader.gif	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:01	3507/3507	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_square/sprite.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_square/sprite.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:01	1411/1411	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_square/btnNext.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_square/btnNext.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:01	1442/1442	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_square/btnPrevious.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/dark_square/btnPrevious.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:02	3507/3507	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/light_square/sprite.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/light_square/sprite.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:02	1411/1411	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/light_square/btnNext.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/light_square/btnNext.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:02	1442/1442	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/light_square/btnPrevious.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/light_square/btnPrevious.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:03	4227/4227	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/sprite.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/sprite.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:03	142/142	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/contentPatternTop.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/contentPatternTop.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:03	137/137	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/contentPatternLeft.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/contentPatternLeft.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:03	136/136	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/contentPatternRight.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/contentPatternRight.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:04	2545/2545	---M--	200	added ('OK')	image/gif	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/loader.gif	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/loader.gif	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:04	845/845	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/btnNext.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/btnNext.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:04	828/828	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/btnPrevious.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/btnPrevious.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:04	142/142	---M--	200	added ('OK')	image/png	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/contentPatternBottom.png	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/contentPatternBottom.png	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:05	227/227	---M--	200	added ('OK')	image/gif	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/default_thumbnail.gif	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/facebook/default_thumbnail.gif	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
23:26:05	2545/2545	---M--	200	added ('OK')	image/gif	date:Fri,%2019%20May%202017%2013:34:44%20GMT	http://wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/light_rounded/loader.gif	C:/Mes%20Sites%20Web/WEB/wwsthemes.com/themes/medwise/v1.3/images/prettyPhoto/light_rounded/loader.gif	(from http://wwsthemes.com/themes/medwise/v1.3/css/vendors.css)
